,"SC_Energy 1,1","Tank_Flow_Out 1,1","Thermal_Curtailment 1,1","Thermal_Energy_Demand 1,1","Tank_State_of_Charge 1,1","Total_Boiler_Energy_Production 1,1","NaturalGas 1,1","Resistance 1,1","Lost_Load_Th 1,1","SC_Energy 1,2","Tank_Flow_Out 1,2","Thermal_Curtailment 1,2","Thermal_Energy_Demand 1,2","Tank_State_of_Charge 1,2","Total_Boiler_Energy_Production 1,2","NaturalGas 1,2","Resistance 1,2","Lost_Load_Th 2,2","SC_Energy 1,3","Tank_Flow_Out 1,3","Thermal_Curtailment 1,3","Thermal_Energy_Demand 1,3","Tank_State_of_Charge 1,3","Total_Boiler_Energy_Production 1,3","NaturalGas 1,3","Resistance 1,3","Lost_Load_Th 3,3","SC_Energy 1,4","Tank_Flow_Out 1,4","Thermal_Curtailment 1,4","Thermal_Energy_Demand 1,4","Tank_State_of_Charge 1,4","Total_Boiler_Energy_Production 1,4","NaturalGas 1,4","Resistance 1,4","Lost_Load_Th 4,4"
2011-01-01 00:00:00,0.0,0.004514911161069866,0.004514911161069866,0.0,17.61959998701805,0.0,0.0,0.0022536049826833754,0.0,0.0,9.244940431907438,0.003141184959658011,9.4,14.87313207358239,0.15820075305222084,1.388091191122408e-05,0.004914330163534041,0.0,0.0,0.007559925920818905,0.007559925920818905,0.0,0.023709439924373413,0.0,0.0,0.0018916125870405273,0.0,0.0,0.0065071486844487944,0.0065071486844487944,0.0,0.0218379208162386,0.0,0.0,0.0015851396833547133,0.0
2011-01-01 01:00:00,0.0,0.0016680146149840565,0.0016680146149840565,0.0,17.44451675906731,0.0,0.0,0.0027807865344253143,0.0,0.0,4.847715041379523,0.0024419590836544103,24.3,9.879889024390433,19.454726917704132,0.0017070042044138047,0.0032033129233693344,0.0,0.0,0.004134631836832522,0.004134631836832522,0.0,0.020705699335784283,0.0,0.0,0.0013679856474871279,0.0,0.0,0.0035332900279077257,0.0035332900279077257,0.0,0.0192317663967809,0.0,0.0,0.001145514816612413,0.0
2011-01-01 02:00:00,0.0,0.002037207803320823,0.002037207803320823,0.0,17.271360371838263,0.0,0.0,0.00332598816494743,0.0,0.0,0.2529401186204053,0.0025344941966700674,24.3,9.533453904429768,24.049594375576266,0.00211016884930914,0.005303888903645971,0.0,0.0,0.0037695023493890716,0.0037695023493890716,0.0,0.018839146482767192,0.0,0.0,0.0021100064897298246,0.0,0.0,0.003200859323537118,0.003200859323537118,0.0,0.017595309337067353,0.0,0.0,0.0017567199277913792,0.0
2011-01-01 03:00:00,0.0,0.002225894435290866,0.002225894435290866,0.0,17.100824727127392,0.0,0.0,0.004403853442802142,0.0,0.0,0.1289991916053165,0.002806054338734043,30.5,9.313975072406375,30.373806862733417,0.002665070357351357,0.0048548986262217,0.0,0.0,0.0036142352134040847,0.0036142352134040847,0.0,0.017932380901372134,0.0,0.0,0.0028958610968366997,0.0,0.0,0.003044860948178886,0.003044860948178886,0.0,0.01696906763037703,0.0,0.0,0.0025945723348592374,0.0
2011-01-01 04:00:00,0.0,0.0023288450696119355,0.0023288450696119355,0.0,16.93105840629369,0.0,0.0,0.003570771507184196,0.0,0.0,0.08797863382281952,0.0031258737699388917,33.3,9.140148250934192,33.215147239947115,0.002914376348157157,0.007291563074700443,0.0,0.0,0.0036169336999884176,0.0036169336999884176,0.0,0.016751068837986792,0.0,0.0,0.002614945445616798,0.0,0.0,0.0030077185915937743,0.0030077185915937743,0.0,0.016003735932196582,0.0,0.0,0.002212077569717097,0.0
2011-01-01 05:00:00,0.0,0.0024198972739318605,0.0024198972739318605,0.0,16.76303319598379,0.0,0.0,0.0037052710269703595,0.0,0.0,0.06839470758303258,0.002392629513469302,18.4,8.98768413305945,18.333997921930436,0.0016086687656339772,0.007332072217630412,0.0,0.0,0.0038099200136153363,0.0038099200136153363,0.0,0.015322357544180279,0.0,0.0,0.002548719408188693,0.0,0.0,0.003101385486718305,0.003101385486718305,0.0,0.014993561550874855,0.0,0.0,0.0022512484647185444,0.0
2011-01-01 06:00:00,0.0,0.0025297556759784068,0.0025297556759784068,0.0,16.599619705777638,0.0,0.0,0.006746597429663381,0.0,0.0,0.06069420237539051,0.0024844588275350077,9.4,8.852116206498817,9.341790256452144,0.0008196709885454194,0.015003117145348552,0.0,0.0,0.004135794814298268,0.004135794814298268,0.0,0.014909331660622655,0.0,0.0,0.0038759925061824466,0.0,0.0,0.0032847010903728634,0.0032847010903728634,0.0,0.014510660714914643,0.0,0.0,0.0029517358699213997,0.0
2011-01-01 07:00:00,0.0,0.002643917690159203,0.002643917690159203,0.0,16.445572633089668,0.0,0.0,0.014593042059965644,0.0,0.0,0.049592793606306085,0.0025409397515225862,8.7,8.73134887321623,8.652948146145215,0.0007592303365925433,0.017346622388708915,0.0,0.0,0.004508458844306038,0.004508458844306038,0.0,0.018753008362776144,0.0,0.0,0.008501228863065754,0.0,0.0,0.0034721894166499572,0.0034721894166499572,0.0,0.016758485397909858,0.0,0.0,0.005865120706794318,0.0
2011-01-01 08:00:00,0.0,0.0027368369643256327,0.0027368369643256327,0.0,16.29530740838522,0.0,0.0,0.016927338590773715,0.0,0.0,0.04108304381429967,0.0026036777345863626,6.5,8.629557432669534,6.461520633920287,0.0005669492527788267,0.026605091999765643,0.0,0.0,0.004577167494200609,0.004577167494200609,0.0,0.021964219125235777,0.0,0.0,0.007975908340288005,0.0,0.0,0.003463818027294332,0.003463818027294332,0.0,0.019154113195824128,0.0,0.0,0.0060270306791877,0.0
2011-01-01 09:00:00,0.0,0.0028077507536476876,0.0028077507536476876,0.0,16.129624575565934,0.0,0.0,7.79920182136695e-05,0.0,0.0,0.034675039948413436,0.002639350400530205,8.5,8.508589955858113,8.467964310452118,0.0007429994130430919,3.1374636875730103e-06,0.0,0.0,0.004141432336320922,0.004141432336320922,0.0,0.01767660419334092,0.0,0.0,7.345959567842358e-05,0.0,0.0,0.003315556442802321,0.003315556442802321,0.0,0.015707527991005422,0.0,0.0,6.051236994185823e-05,0.0
2011-01-01 10:00:00,0.0,0.0028582601473383373,0.0028582601473383373,0.0,15.979786923615158,0.0,0.0,0.014316853952222014,0.0,0.0,0.017523494493212898,0.006068336520790751,37.7,8.428339971423965,37.68854484202758,0.003306882937793067,0.022359409617646413,0.0,0.0,0.0043395764007680415,0.0043395764007680415,0.0,0.020009106017733192,0.0,0.0,0.006848844267093722,0.0,0.0,0.0035064721087751122,0.0035064721087751122,0.0,0.01868784773460045,0.0,0.0,0.006643867132280195,0.0
2011-01-01 11:00:00,0.0,0.00288440362325469,0.00288440362325469,0.0,15.828929092078113,0.0,0.0,0.011824441322361585,0.0,0.0,0.017467562274247762,0.0063653095550790795,37.7,8.327170281993535,37.68889774728083,0.0033069139025428476,0.0005812725580562094,0.0,0.0,0.004250003506066689,0.004250003506066689,0.0,0.023220617026917287,0.0,0.0,0.007661605575428115,0.0,0.0,0.003562303691384646,0.003562303691384646,0.0,0.02116895154651084,0.0,0.0,0.006230285980641038,0.0
2011-01-01 12:00:00,0.0,0.002883441996021349,0.002883441996021349,0.0,15.678486334752588,0.0,0.0,0.010729975591277127,0.0,0.0,0.025106763397035027,0.0029612023351539563,29.1,8.236554707777787,29.07785443893812,0.0025513603965024237,0.017762892001221598,0.0,0.0,0.004307981727373821,0.004307981727373821,0.0,0.02447154359583161,0.0,0.0,0.005791114466557318,0.0,0.0,0.0034810635997348507,0.0034810635997348507,0.0,0.02172193929396378,0.0,0.0,0.004245740862652901,0.0
2011-01-01 13:00:00,0.0,0.002826069317315834,0.002826069317315834,0.0,15.525681644635476,0.0,0.0,0.006806242547731052,0.0,0.0,0.026190928685992685,0.0025107994821524926,14.5,8.142333399451323,14.47631987079616,0.0012701868799505276,0.01433516743730593,0.0,0.0,0.004164070553781655,0.004164070553781655,0.0,0.023418236255974886,0.0,0.0,0.0033554786498832465,0.0,0.0,0.0033191828196781764,0.0033191828196781764,0.0,0.02107674553224187,0.0,0.0,0.0028912084508959032,0.0
2011-01-01 14:00:00,0.0,0.002750785300485589,0.002750785300485589,0.0,15.373216736984096,0.0,0.0,0.005542694095461073,0.0,0.0,0.022645726489224898,0.002652507897380474,19.8,8.048587874355196,19.780006781408158,0.0017355450365366463,0.01032353538761245,0.0,0.0,0.0038960054372491077,0.0038960054372491077,0.0,0.02229306811095845,0.0,0.0,0.003005019654792421,0.0,0.0,0.0031185050286725185,0.0031185050286725185,0.0,0.020287492076552133,0.0,0.0,0.0025400190283052016,0.0
2011-01-01 15:00:00,0.0,0.002664192349317981,0.002664192349317981,0.0,15.222575859515368,0.0,0.0,0.005755482250430385,0.0,0.0,0.020666192932786254,0.002487311354695265,19.8,7.960896153610566,19.78182111842191,0.0017357042307995008,0.013460350931708425,0.0,0.0,0.0036890975897736346,0.0036890975897736346,0.0,0.02159204107595447,0.0,0.0,0.003211001235879241,0.0,0.0,0.0029572131385288553,0.0029572131385288553,0.0,0.019643683928949916,0.0,0.0,0.002516279911692159,0.0
2011-01-01 16:00:00,0.0,0.0025719089577526362,0.0025719089577526362,0.0,15.073602200596952,0.0,0.0,0.0058240086344904215,0.0,0.0,0.02023622282018208,0.00303731949125563,31.0,7.875864511745855,30.982801096671075,0.0027185049659270927,0.014813542491588477,0.0,0.0,0.0035194350366760598,0.0035194350366760598,0.0,0.021175521267938296,0.0,0.0,0.00331883563941943,0.0,0.0,0.0028202624339018975,0.0028202624339018975,0.0,0.019232050174270474,0.0,0.0,0.0026050655185119558,0.0
2011-01-01 17:00:00,0.0,0.002471005693344989,0.002471005693344989,0.0,14.925997903253604,0.0,0.0,0.005602730355966227,0.0,0.0,0.017500263996389865,0.0024847937834611145,14.5,7.794188779238084,14.484984529787072,0.0012709471378246093,0.014583176606078482,0.0,0.0,0.003386013468522178,0.003386013468522178,0.0,0.020865387206434282,0.0,0.0,0.003287634619697546,0.0,0.0,0.002713552068803616,0.002713552068803616,0.0,0.01896616767703699,0.0,0.0,0.00263999007331284,0.0
2011-01-01 18:00:00,0.0,0.002364023293023254,0.002364023293023254,0.0,14.780193491031444,0.0,0.0,0.005819590103398542,0.0,0.0,0.015362024093112502,0.0026485376170519714,21.6,7.7158347907299705,21.587286513523942,0.001894120076645077,0.014949923377379704,0.0,0.0,0.003257058018882355,0.003257058018882355,0.0,0.020769471481791184,0.0,0.0,0.0033697961663036015,0.0,0.0,0.00262527866284279,0.00262527866284279,0.0,0.01884152967153909,0.0,0.0,0.002690302334115259,0.0
2011-01-01 19:00:00,0.0,0.0022537771879436704,0.0022537771879436704,0.0,14.63518607823686,0.0,0.0,0.0050482993036736175,0.0,0.0,0.013074619317115684,0.0027116182083872786,21.6,7.636766059153661,21.589636998891272,0.0018943263138449832,0.011164235648107205,0.0,0.0,0.003122519606532351,0.003122519606532351,0.0,0.020584777958484575,0.0,0.0,0.0031455207980436526,0.0,0.0,0.002547955679960253,0.002547955679960253,0.0,0.01879209553264954,0.0,0.0,0.0026869368377860953,0.0
2011-01-01 20:00:00,0.0,0.0021608158833436473,0.0021608158833436473,0.0,14.492437580411481,0.0,0.0,0.005764178840334355,0.0,0.0,0.010645883191799698,0.0024380815557805136,16.9,7.5641338370959215,16.89179219836398,0.0014821261909593736,0.014381321725596436,0.0,0.0,0.0030514128325049308,0.0030514128325049308,0.0,0.02063657760400775,0.0,0.0,0.003309060257612952,0.0,0.0,0.0025120124803295666,0.0025120124803295666,0.0,0.018762731303796028,0.0,0.0,0.0026705692068025497,0.0
2011-01-01 21:00:00,0.0,0.00211783333343633,0.00211783333343633,0.0,14.351198282824345,0.0,0.0,0.00580291155041494,0.0,0.0,0.00913549100911265,0.0024994910212932098,16.9,7.492681952239769,16.89336400001218,0.0014822641045899958,0.013324944523916483,0.0,0.0,0.003016180066242191,0.003016180066242191,0.0,0.020695525861978228,0.0,0.0,0.0032814941002527447,0.0,0.0,0.0025094737138345188,0.0025094737138345188,0.0,0.018795629669592386,0.0,0.0,0.0027299993926688366,0.0
2011-01-01 22:00:00,0.0,0.002143594602296267,0.002143594602296267,0.0,14.213369579172783,0.0,0.0,0.007826873778977478,0.0,0.0,0.009728557998861668,0.0026082560262059573,7.4,7.425415706655799,7.392879698027345,0.0006486689214729618,0.01738913193728984,0.0,0.0,0.0030513546370757707,0.0030513546370757707,0.0,0.021137530067096153,0.0,0.0,0.0037003141008134796,0.0,0.0,0.00255547111923791,0.00255547111923791,0.0,0.019128204222988755,0.0,0.0,0.0030760019693302034,0.0
2011-01-01 23:00:00,0.0,0.002239857527330108,0.002239857527330108,0.0,14.076581713150643,0.0,0.0,0.007585687296918414,0.0,0.0,0.007638680535888568,0.0026165141060445762,20.3,7.363226564579659,20.294977833570158,0.0017807298265833254,0.019703695526306596,0.0,0.0,0.0031028673590091406,0.0031028673590091406,0.0,0.02144308520421687,0.0,0.0,0.0036197977968008173,0.0,0.0,0.0025956324968539925,0.0025956324968539925,0.0,0.019380143749904183,0.0,0.0,0.0030388540659993073,0.0
2011-01-02 00:00:00,0.0,0.08071001127052645,0.003513962127355441,9.8,13.859904697950498,9.72280395085683,0.0008531020400857095,0.004798813201886868,0.0,0.0,0.007740978277607712,0.002664868253027919,20.3,7.30669090003944,20.294923889975422,0.0017807250934434873,0.024837579383186394,0.0,0.0,0.0031216233719068374,0.0031216233719068374,0.0,0.02142448423704884,0.0,0.0,0.0033174532567809747,0.0,0.0,0.002595977215621925,0.002595977215621925,0.0,0.019329156004979555,0.0,0.0,0.002738790908196338,0.0
2011-01-02 01:00:00,0.0,0.060282309368328,0.003544999378510383,9.8,13.666260835162065,9.743262690010184,0.0008548971387216096,0.0052374935594006276,0.0,0.0,0.00704043566255446,0.0024884889556737733,20.3,7.258739038261504,20.29544805329312,0.0017807710847848664,0.03215548288501332,0.0,0.0,0.0031364487286537107,0.0031364487286537107,0.0,0.021390728402250515,0.0,0.0,0.003316937736225875,0.0,0.0,0.0025985695121222593,0.0025985695121222593,0.0,0.01922804193503595,0.0,0.0,0.00269074700222845,0.0
2011-01-02 02:00:00,0.0,0.002326523809209037,0.002326523809209037,0.0,13.533589396540437,0.0,0.0,0.006317693539201842,0.0,0.0,0.006811152241971085,0.0025227522930570956,19.9,7.218255869054051,19.895711600051083,0.001745697253667727,0.038915373417129175,0.0,0.0,0.0031423553118808158,0.0031423553118808158,0.0,0.0214280096055266,0.0,0.0,0.0033935437991794055,0.0,0.0,0.002607680396612868,0.002607680396612868,0.0,0.019255928180517197,0.0,0.0,0.002827847061444475,0.0
2011-01-02 03:00:00,0.0,0.0021842194709474055,0.0021842194709474055,0.0,13.403586010387555,0.0,0.0,0.00751672728346933,0.0,0.0,0.0032273322767341303,0.0038334022664656686,34.9,7.200050558137084,34.90060606998973,0.0030622625313670025,0.0572045800503086,0.0,0.0,0.0031521618897988784,0.0031521618897988784,0.0,0.02154699209346047,0.0,0.0,0.003485424473788014,0.0,0.0,0.002611630337923814,0.002611630337923814,0.0,0.019368767878208973,0.0,0.0,0.0029170293174207614,0.0
2011-01-02 04:00:00,0.0,0.0020499753424572074,0.0020499753424572074,0.0,13.275965439027118,0.0,0.0,0.00846526408589576,0.0,0.0,0.006312757159498953,0.002957628456520922,30.0,7.2122061979643295,29.996644871297022,0.0026319772634287113,0.09046890256811554,0.0,0.0,0.0031511415971957083,0.0031511415971957083,0.0,0.02168423123447962,0.0,0.0,0.003503850659149466,0.0,0.0,0.002596496581664198,0.002596496581664198,0.0,0.019442209290985238,0.0,0.0,0.002863625673222554,0.0
2011-01-02 05:00:00,0.0,0.001900690592338914,0.001900690592338914,0.0,13.149925725623579,0.0,0.0,0.008620631579071367,0.0,0.0,1.3443939398616382,0.002524906426600637,44.2,5.978642985375003,42.858130966564964,0.0037604747711296803,0.18295278925195504,0.0,0.0,0.0030810527454416745,0.0030810527454416745,0.0,0.02183564371460262,0.0,0.0,0.003449307537909469,0.0,0.0,0.00251702883174782,0.00251702883174782,0.0,0.019601132454057865,0.0,0.0,0.0028703740877302998,0.0
2011-01-02 06:00:00,0.0,0.0017258503946248373,0.0017258503946248373,0.0,13.023525723431195,0.0,0.0,0.006825105458477063,0.0,0.0,0.046043992733466876,0.002909803029631064,42.9,6.951115354821312,42.85686581029616,0.0037603637632970224,1.078302792033526,0.0,0.0,0.0029947244501977058,0.0029947244501977058,0.0,0.02111926752608638,0.0,0.0,0.0024967046988274943,0.0,0.0,0.0024129987818807706,0.0024129987818807706,0.0,0.01877782992126245,0.0,0.0,0.001785707573625935,0.0
2011-01-02 07:00:00,0.0,0.001580747994519442,0.001580747994519442,0.0,12.897548355198245,0.0,0.0,0.0058386369958817,0.0,0.0,3.5440095696896736,0.0022825144494760252,46.4,4.861353031555184,42.858272944759804,0.003760487228635589,1.5237583999718123,0.0,0.0,0.0027986110536824633,0.0027986110536824633,0.0,0.020323001084774014,0.0,0.0,0.0022135372876309614,0.0,0.0,0.0022513214456474336,0.0022513214456474336,0.0,0.018025145223184415,0.0,0.0,0.0016864150467820202,0.0
2011-01-02 08:00:00,0.0,0.0014682854989653236,0.0014682854989653236,0.0,12.775640651840572,0.0,0.0,0.008536065693275526,0.0,0.0,0.004863016124589202,0.002554376977215611,24.2,4.910365477386748,24.197691360852627,0.0021231632325043985,0.10248899227170545,0.0,0.0,0.002565169359826639,0.002565169359826639,0.0,0.02066193777085969,0.0,0.0,0.0031073360567600563,0.0,0.0,0.00208696343053834,0.00208696343053834,0.0,0.018280744853565678,0.0,0.0,0.0025228145131514484,0.0
2011-01-02 09:00:00,0.0,0.0014197288858849508,0.0014197288858849508,0.0,12.656280439033642,0.0,0.0,0.009815922597361436,0.0,0.0,0.005242673036697705,0.0025264719237352296,10.5,4.91864687979425,10.497283798887038,0.0009210567516791295,0.06262773021806667,0.0,0.0,0.0024502480321715253,0.0024502480321715253,0.0,0.0212576541811474,0.0,0.0,0.0032525838201678337,0.0,0.0,0.002071607693298165,0.002071607693298165,0.0,0.018585027348603674,0.0,0.0,0.002558697636871818,0.0
2011-01-02 10:00:00,0.0,0.0014066276565207082,0.0014066276565207082,0.0,12.537196572425108,0.0,0.0,0.008885565438323905,0.0,0.0,0.005324099899870199,0.002598785254669167,10.5,4.919687314091459,10.4972746853548,0.0009210559520360446,0.05555100299502268,0.0,0.0,0.0024277684645284806,0.0024277684645284806,0.0,0.02145133545647356,0.0,0.0,0.0028340262816661126,0.0,0.0,0.002084533414755205,0.002084533414755205,0.0,0.018508118683385942,0.0,0.0,0.00219347502302351,0.0
2011-01-02 11:00:00,0.0,0.0013987550324732097,0.0013987550324732097,0.0,12.416263291472383,0.0,0.0,0.005837439804000189,0.0,0.0,0.004854884805931094,0.0024673428190205016,5.9,4.907887947351861,5.89761245801309,0.0005174706026158717,0.04225239120724643,0.0,0.0,0.0023228939754750084,0.0023228939754750084,0.0,0.02085406704941074,0.0,0.0,0.0019401389229769242,0.0,0.0,0.002049111280637524,0.002049111280637524,0.0,0.017744936306036102,0.0,0.0,0.0014710100901215448,0.0
2011-01-02 12:00:00,0.0,0.0013860399567403418,0.0013860399567403418,0.0,12.297779728449354,0.0,0.0,0.0070651098484352075,0.0,0.0,0.0050310671459778975,0.002387086465445165,13.9,4.903548490999227,13.897356019319467,0.001219387208854915,0.04977049026681767,0.0,0.0,0.0021238742831263717,0.0021238742831263717,0.0,0.02101406997855946,0.0,0.0,0.002492417882769199,0.0,0.0,0.001982557496523189,0.001982557496523189,0.0,0.01729140835036044,0.0,0.0,0.0017064789039078897,0.0
2011-01-02 13:00:00,0.0,0.0013743617685611862,0.0013743617685611862,0.0,12.181247989003671,0.0,0.0,0.00782041960737088,0.0,0.0,0.004445335327886314,0.002472565263747839,5.9,4.897003364221579,5.898027229935862,0.0005175069956949954,0.04693569346022986,0.0,0.0,0.0018357286723804135,0.0018357286723804135,0.0,0.02215159023897985,0.0,0.0,0.003183389632586398,0.0,0.0,0.0019054781039688044,0.0019054781039688044,0.0,0.01702501835855267,0.0,0.0,0.0018120021956646373,0.0
2011-01-02 14:00:00,0.0,0.0013534884807097983,0.0013534884807097983,0.0,12.066436744874977,0.0,0.0,0.008354724242053392,0.0,0.0,0.004081733338978738,0.0023901920107238794,12.0,4.891124371554892,11.998308458671746,0.0010527602402976,0.04717277431450863,0.0,0.0,0.0014512212279283142,0.0014512212279283142,0.0,0.026940912073720725,0.0,0.0,0.006462058965058991,0.0,0.0,0.001798682465127239,0.001798682465127239,0.0,0.016897564419899695,0.0,0.0,0.0018414787100597902,0.0
2011-01-02 15:00:00,0.0,0.0013551399662429763,0.0013551399662429763,0.0,11.952323500993398,0.0,0.0,0.007906263533413668,0.0,0.0,0.0034896796370207737,0.0022425399593366535,25.8,4.881449242824292,25.798752860322317,0.002263644192359596,0.04272579462197005,0.0,0.0,0.0351931706986717,0.0009243502969260853,7.5,0.024707661211772553,7.465731179598254,0.0006550610844606699,0.03322932895746074,0.0,0.0,0.0017379433523256032,0.0017379433523256032,0.0,0.016711647365424364,0.0,0.0,0.00172100194204927,0.0
2011-01-02 16:00:00,0.0,0.001419828769524411,0.001419828769524411,0.0,11.84029973437988,0.0,0.0,0.008919297165940431,0.0,0.0,0.003222845157260036,0.002121021170314208,20.0,4.8760885966262935,19.998898176013054,0.001754751090288063,0.04667669138750414,0.0,0.0,0.0348756350096114,0.0008877652482953274,7.5,0.023079235808737168,7.466012130238684,0.0006550857357408691,0.03349428621869374,0.0,0.0,0.0017258545774952471,0.0017258545774952471,0.0,0.01661825843182912,0.0,0.0,0.0017995821175542472,0.0
2011-01-02 17:00:00,0.0,0.011737330970904297,0.003125875137421019,14.8,11.72276519079674,14.791388544166518,0.0012978317578456189,0.01260578473156535,0.0,0.0,0.0030260036621992813,0.002177202617307472,25.7,4.874930544409302,25.699151198955107,0.0022549049047078276,0.05062883741152903,0.0,0.0,0.03480883602300448,0.000916078556543562,7.5,0.021692696372598564,7.466107242533539,0.0006550940811207808,0.03365308894495325,0.0,0.0,0.0017407645898823072,0.0017407645898823072,0.0,0.016714462220431874,0.0,0.0,0.002003150962803352,0.0
2011-01-02 18:00:00,0.0,0.013247800794530468,0.0036248678477317497,14.8,11.61040782162153,14.790377067053202,0.0012977430084279375,0.018118083527289535,0.0,0.0,0.0037817054508099785,0.0025175973930089413,11.9,4.876717748180303,11.898735891942199,0.0010440235054788277,0.05431821466590482,0.0,0.0,0.03474898640584668,0.0009064690970971359,7.5,0.020511596029077282,7.4661574826912505,0.0006550984893122095,0.03378481302605138,0.0,0.0,0.0017701106220683587,0.0017701106220683587,0.0,0.016891993245195906,0.0,0.0,0.0021147862690367118,0.0
2011-01-02 19:00:00,0.0,7.730000534900198,0.002481792526442206,25.9,3.7799252068317175,18.17248125762624,0.0015944969077499554,0.01562199832660235,0.0,0.0,0.0013398234055378988,0.0013398234055378988,0.0,4.879620748672499,0.0,0.0,0.05301000137953754,0.0,0.0,0.03473145129113879,0.000918297179288971,7.5,0.01931168123468913,7.46618684588815,0.000655101065709235,0.03373665245704149,0.0,0.0,0.0018059501500932232,0.0018059501500932232,0.0,0.017115623897681596,0.0,0.0,0.002198500735030872,0.0
2011-01-02 20:00:00,0.0,0.0024379955747437856,0.0030905332948325537,11.1,3.7550730021655188,11.100652537720089,0.0009739977658787479,0.015385042976862197,0.0,0.0,0.003496023365733409,0.0021931067104219437,21.0,4.8843528186082805,20.998697083344688,0.0018424758342848722,0.0570243007882403,0.0,0.0,0.03471677487503209,0.0009241057475168693,7.5,0.0181814078920553,7.466207330872485,0.0006551028631106858,0.03377961834474515,0.0,0.0,0.001835520931262609,0.001835520931262609,0.0,0.01743665643355275,0.0,0.0,0.0023277097061105805,0.0
2011-01-02 21:00:00,0.0,0.0027435426620897384,0.0029738816839444127,11.1,3.73015230935379,11.100230339021854,0.0009739607211566074,0.015373579872019549,0.0,0.0,0.0036666579064085734,0.002223312105634534,21.0,4.886759051124607,20.998556654199227,0.0018424635126962558,0.05491641860881867,0.0,0.0,0.03470730975162358,0.0009255002743176685,7.5,0.01701939086135813,7.466218190522694,0.0006551038159623318,0.03372710679984696,0.0,0.0,0.001854970594030936,0.001854970594030936,0.0,0.01764167479998865,0.0,0.0,0.0022343555248023647,0.0
2011-01-02 22:00:00,0.0,0.0029343558610447603,0.00289821775553456,11.1,3.7061321927323143,11.099963861894489,0.0009739373398170123,0.016215762333106936,0.0,0.0,0.0033821724729202196,0.0023480706872476276,28.1,4.887715481745466,28.098965898214328,0.002465470378013015,0.05320619360502537,0.0,0.0,0.03471595243584418,0.0009349704575586856,7.5,0.015822819808273547,7.4662190180217145,0.0006551038885690721,0.03368957529137318,0.0,0.0,0.0018873528603479636,0.0018873528603479636,0.0,0.01774559468712847,0.0,0.0,0.0021676894954876674,0.0
2011-01-02 23:00:00,0.0,0.0030675812026618406,0.002842966001566083,11.1,3.683536952336416,11.099775384798903,0.0009739208023864967,0.017533662734086866,0.0,0.0,0.003806612897084537,0.0021777205686142054,20.3,4.889803263222545,20.29837110767153,0.0017810275605572986,0.05477154919161849,0.0,0.0,0.03470177377037341,0.0009079026995444245,7.5,0.014636875263728859,7.466206128929171,0.0006551027576493087,0.033674057423911455,0.0,0.0,0.0019141751045708049,0.0019141751045708049,0.0,0.017780325798570876,0.0,0.0,0.002126362162884498,0.0
